inp	gt
"2733	རྐིལ"	"2733	རྐིལ"
"668	གཏོ"	"668	གཏོ"
"1572	ཇོང"	"1572	ཇོང"
"1698	པོད"	"1698	པོད"
"1829	ཡོན"	"1829	ཡོན"
"1256	ཞའ"	"1256	ཞའ"
"1968	པིམ"	"1968	པིམ"
"1266	ཀར"	"1266	ཀར"
"1608	པིད"	"1608	པིད"
"1773	སུན"	"1773	སུན"
"2073	སོམ"	"2073	སོམ"
"426	ལྷེ"	"426	ལྷེ"
"772	མཚེ"	"772	མཚེ"
"1092	ཆང"	"1092	ཆང"
"2507	ནེས"	"2507	ནེས"
"712	བགུ"	"712	བགུ"
"267	ཏུ"	"267	ཏུ"
"335	ཙོ"	"335	ཙོ"
"3039	རྡོད"	"3039	རྡོད"
"1551	མེང"	"1551	མེང"
"286	སུ"	"286	སུ"
"2127	ཞུའ"	"2127	ཞུའ"
"1169	ཡན"	"1169	ཡན"
"1242	ཇའ"	"1242	ཇའ"
"37	རྣ"	"37	རྣ"
"2081	ཆིའ"	"2081	ཆིའ"
"2688	རྗིབ"	"2688	རྗིབ"
"1114	སང"	"1114	སང"
"3275	ལྕིབ"	"3275	ལྕིབ"
"2632	རྣས"	"2632	རྣས"
"1597	ཁྲིད"	"1597	ཁྲིད"
"3308	ལྡིར"	"3308	ལྡིར"
"1289	ཡར"	"1289	ཡར"
"2651	རྔིང"	"2651	རྔིང"
"293	ཅེ"	"293	ཅེ"
"3340	ལྦུག"	"3340	ལྦུག"
"3268	ལྡིན"	"3268	ལྡིན"
"2258	གེར"	"2258	གེར"
"964	བསྲོ"	"964	བསྲོ"
"3057	རྐོབ"	"3057	རྐོབ"
"3425	ལྕུས"	"3425	ལྕུས"
"75	དྲ"	"75	དྲ"
"2986	རྒེལ"	"2986	རྒེལ"
"1664	ཏེད"	"1664	ཏེད"
"2454	ཛིས"	"2454	ཛིས"
"694	དམེ"	"694	དམེ"
"2550	རོས"	"2550	རོས"
"1203	སབ"	"1203	སབ"
"2315	ཨོར"	"2315	ཨོར"
"2976	རྗེར"	"2976	རྗེར"
"3336	ལྗུག"	"3336	ལྗུག"
"3066	རྦོབ"	"3066	རྦོབ"
"396	རྫོ"	"396	རྫོ"
"1741	ལིན"	"1741	ལིན"
"3203	ལྒར"	"3203	ལྒར"
"1226	ཞམ"	"1226	ཞམ"
"1720	ཅིན"	"1720	ཅིན"
"2360	བུལ"	"2360	བུལ"
"506	བྱོ"	"506	བྱོ"
"880	བརྟུ"	"880	བརྟུ"
"3370	ལྦུན"	"3370	ལྦུན"
"1142	ལད"	"1142	ལད"
"321	གོ"	"321	གོ"
"146	མཐ"	"146	མཐ"
"1434	ཛེག"	"1434	ཛེག"
"612	སྦྲི"	"612	སྦྲི"
"401	ལྗི"	"401	ལྗི"
"940	བསྙོ"	"940	བསྙོ"
"1103	ཙང"	"1103	ཙང"
"1991	ཆུམ"	"1991	ཆུམ"
"2586	རྩམ"	"2586	རྩམ"
"581	རྨྱུ"	"581	རྨྱུ"
"2452	ཙིས"	"2452	ཙིས"
"2816	རྫུན"	"2816	རྫུན"
"2412	ཇོལ"	"2412	ཇོལ"
"2813	རྦུན"	"2813	རྦུན"
"1961	ཆིམ"	"1961	ཆིམ"
"460	སྔེ"	"460	སྔེ"
"2033	ཚེམ"	"2033	ཚེམ"
"102	སྐྱ"	"102	སྐྱ"
"607	སྦྱོ"	"607	སྦྱོ"
"729	བཤེ"	"729	བཤེ"
"43	ལྒ"	"43	ལྒ"
"3251	ལྷིང"	"3251	ལྷིང"
"2995	རྩེལ"	"2995	རྩེལ"
"603	སྐྱོ"	"603	སྐྱོ"
"1931	ཆོབ"	"1931	ཆོབ"
"2106	ཀུའ"	"2106	ཀུའ"
"3206	ལྗར"	"3206	ལྗར"
"3153	ལྕད"	"3153	ལྕད"
"1196	ཞབ"	"1196	ཞབ"
"1482	ཇིང"	"1482	ཇིང"
"3074	རྙོམ"	"3074	རྙོམ"
"398	ལྒི"	"398	ལྒི"
"1923	སེབ"	"1923	སེབ"
"1444	ཧེག"	"1444	ཧེག"
"1770	རུན"	"1770	རུན"
"1650	རུད"	"1650	རུད"
"2062	ཙོམ"	"2062	ཙོམ"
"2589	རྐའ"	"2589	རྐའ"
"1414	ཧུག"	"1414	ཧུག"
"1793	ཚེན"	"1793	ཚེན"
"2902	རྒེང"	"2902	རྒེང"
"3260	ལྦིད"	"3260	ལྦིད"
"2570	རྔང"	"2570	རྔང"
"2390	བེལ"	"2390	བེལ"
"1700	བོད"	"1700	བོད"
"1290	རར"	"1290	རར"
"1744	ཧིན"	"1744	ཧིན"
"1585	ཝོང"	"1585	ཝོང"
"2700	རྗིམ"	"2700	རྗིམ"
"2104	ཧིའ"	"2104	ཧིའ"
"2832	རྗུམ"	"2832	རྗུམ"
"633	གཅི"	"633	གཅི"
"2181	མོའ"	"2181	མོའ"
"2257	ཁེར"	"2257	ཁེར"
"1609	ཕིད"	"1609	ཕིད"
"735	བདོ"	"735	བདོ"
"875	བརྐུ"	"875	བརྐུ"
"299	དེ"	"299	དེ"
"3088	རྡོའ"	"3088	རྡོའ"
"534	ཐྲེ"	"534	ཐྲེ"
"1238	གའ"	"1238	གའ"
"1346	ཞས"	"1346	ཞས"
"1598	གིད"	"1598	གིད"
"1422	ཇེག"	"1422	ཇེག"
"364	རྫུ"	"364	རྫུ"
"1919	ཡེབ"	"1919	ཡེབ"
"1865	ཨིབ"	"1865	ཨིབ"
"2219	ཡིར"	"2219	ཡིར"
"3417	ལྟུལ"	"3417	ལྟུལ"
"2288	གོར"	"2288	གོར"
"1031	འགྱུ"	"1031	འགྱུ"
"1367	ནིག"	"1367	ནིག"
"166	དཀྲ"	"166	དཀྲ"
"3040	རྣོད"	"3040	རྣོད"
"533	ཏྲེ"	"533	ཏྲེ"
"3180	ལྷབ"	"3180	ལྷབ"
"325	ཇོ"	"325	ཇོ"
"3164	ལྗན"	"3164	ལྗན"
"1870	ཅུབ"	"1870	ཅུབ"
"1034	འཁྲུ"	"1034	འཁྲུ"
"2928	རྗེན"	"2928	རྗེན"
"972	བསླུ"	"972	བསླུ"
"1938	པོབ"	"1938	པོབ"
"496	གྱེ"	"496	གྱེ"
"62	སྩ"	"62	སྩ"
"2635	རྩས"	"2635	རྩས"
"2064	ཛོམ"	"2064	ཛོམ"
"2889	རྐེག"	"2889	རྐེག"
"1635	ཐུད"	"1635	ཐུད"
"771	མནེ"	"771	མནེ"
"129	དམ"	"129	དམ"
"105	སྦྱ"	"105	སྦྱ"
"1702	ཙོད"	"1702	ཙོད"
"1374	ཛིག"	"1374	ཛིག"
"296	ཉེ"	"296	ཉེ"
"1796	ཞེན"	"1796	ཞེན"
"699	དབོ"	"699	དབོ"
"2152	མེའ"	"2152	མེའ"
"1131	བད"	"1131	བད"
"1157	ནན"	"1157	ནན"
"489	གྱུ"	"489	གྱུ"
"924	བསྙུ"	"924	བསྙུ"
"2432	ཤོལ"	"2432	ཤོལ"
"2751	རྡིས"	"2751	རྡིས"
"165	དམྱ"	"165	དམྱ"
"1863	སིབ"	"1863	སིབ"
"2402	ཤེལ"	"2402	ཤེལ"
"1823	ཚོན"	"1823	ཚོན"
"2069	ཡོམ"	"2069	ཡོམ"
"2200	ཅིར"	"2200	ཅིར"
"1890	རུབ"	"1890	རུབ"
"3007	རྩེས"	"3007	རྩེས"
"439	སྔི"	"439	སྔི"
"3442	ལྐེང"	"3442	ལྐེང"
"3375	ལྕུབ"	"3375	ལྕུབ"
"1039	འཁྱེ"	"1039	འཁྱེ"
"887	བརྔེ"	"887	བརྔེ"
"3331	ལྷིས"	"3331	ལྷིས"
"615	སྒྲུ"	"615	སྒྲུ"
"1833	སོན"	"1833	སོན"
"733	བཅོ"	"733	བཅོ"
"2291	ཆོར"	"2291	ཆོར"
"470	སྒོ"	"470	སྒོ"
"780	མཐོ"	"780	མཐོ"
"1778	གེན"	"1778	གེན"
"380	རྣེ"	"380	རྣེ"
"855	དཀྱོ"	"855	དཀྱོ"
"2937	རྐེབ"	"2937	རྐེབ"
"793	འཚི"	"793	འཚི"
"2096	ཞིའ"	"2096	ཞིའ"
"1045	འདྲེ"	"1045	འདྲེ"
"1786	དེན"	"1786	དེན"
"2609	རྦར"	"2609	རྦར"
"2927	རྔེན"	"2927	རྔེན"
"2772	རྗུང"	"2772	རྗུང"
"2289	ངོར"	"2289	ངོར"
"2711	རྔིའ"	"2711	རྔིའ"
"2587	རྣད"	"2587	རྣད"
"143	མཆ"	"143	མཆ"
"2525	ཨེས"	"2525	ཨེས"
"2248	འུར"	"2248	འུར"
"2522	ཤེས"	"2522	ཤེས"
"2070	རོམ"	"2070	རོམ"
"220	འཁྱ"	"220	འཁྱ"
"397	ལྐི"	"397	ལྐི"
"2292	ཇོར"	"2292	ཇོར"
"2519	ཡེས"	"2519	ཡེས"
"3070	རྐོམ"	"3070	རྐོམ"
"1492	ཙིང"	"1492	ཙིང"
"207	བརྩ"	"207	བརྩ"
"2120	ཕུའ"	"2120	ཕུའ"
"3237	ལྟིག"	"3237	ལྟིག"
"2159	ཡེའ"	"2159	ཡེའ"
"297	ཏེ"	"297	ཏེ"
"982	བརྒྱི"	"982	བརྒྱི"
"2713	རྙིའ"	"2713	རྙིའ"
"3182	ལྐམ"	"3182	ལྐམ"
"2188	འོའ"	"2188	འོའ"
"3480	ལྦེབ"	"3480	ལྦེབ"
"800	འདུ"	"800	འདུ"
"1146	ཀན"	"1146	ཀན"
"510	གྲི"	"510	གྲི"
"2576	རྐམ"	"2576	རྐམ"
"2253	སུར"	"2253	སུར"
"2565	རྒབ"	"2565	རྒབ"
"1049	འགྱོ"	"1049	འགྱོ"
"787	འཆི"	"787	འཆི"
"3395	ལྕུའ"	"3395	ལྕུའ"
"443	སྣི"	"443	སྣི"
"1432	ཙེག"	"1432	ཙེག"
"3495	ལྕེའ"	"3495	ལྕེའ"
"1400	བུག"	"1400	བུག"
"2972	རྫེའ"	"2972	རྫེའ"
"2597	རྟན"	"2597	རྟན"
"2270	བེར"	"2270	བེར"
"2534	ཏོས"	"2534	ཏོས"
"3301	ལྷིའ"	"3301	ལྷིའ"
"1470	རོག"	"1470	རོག"
"1156	དན"	"1156	དན"
"2689	རྙིབ"	"2689	རྙིབ"
"1721	ཆིན"	"1721	ཆིན"
"483	པྱི"	"483	པྱི"
"48	ལྡ"	"48	ལྡ"
"841	དགྲུ"	"841	དགྲུ"
"1686	ཀོད"	"1686	ཀོད"
"1775	ཨུན"	"1775	ཨུན"
"1243	ཉའ"	"1243	ཉའ"
"3303	ལྒིར"	"3303	ལྒིར"
"1329	ངས"	"1329	ངས"
"2102	ཤིའ"	"2102	ཤིའ"
"1198	འབ"	"1198	འབ"
"452	སྡུ"	"452	སྡུ"
"1841	ཆིབ"	"1841	ཆིབ"
"1347	ཟས"	"1347	ཟས"
"485	བྱི"	"485	བྱི"
"3496	ལྗེའ"	"3496	ལྗེའ"
"1036	འདྲུ"	"1036	འདྲུ"
"2255	ཨུར"	"2255	ཨུར"
"1606	དིད"	"1606	དིད"
"1089	གང"	"1089	གང"
"624	སྐྲོ"	"624	སྐྲོ"
"1028	འཕྲི"	"1028	འཕྲི"
"1084	སག"	"1084	སག"
"2019	ངེམ"	"2019	ངེམ"
"270	ནུ"	"270	ནུ"
"1215	ཐམ"	"1215	ཐམ"
"671	གཙོ"	"671	གཙོ"
"1269	ངར"	"1269	ངར"
"3172	ལྒབ"	"3172	ལྒབ"
"26	ཤ"	"26	ཤ"
"1958	གིམ"	"1958	གིམ"
"3175	ལྗབ"	"3175	ལྗབ"
"864	དམྲོ"	"864	དམྲོ"
"1216	དམ"	"1216	དམ"
"241	པི"	"241	པི"
"82	གླ"	"82	གླ"
"3396	ལྗུའ"	"3396	ལྗུའ"
"1909	ཕེབ"	"1909	ཕེབ"
"673	གཟོ"	"673	གཟོ"
"2094	ཛིའ"	"2094	ཛིའ"
"85	རླ"	"85	རླ"
"6	ཇ"	"6	ཇ"
"379	རྡེ"	"379	རྡེ"
"2957	རྦེམ"	"2957	རྦེམ"
"2740	རྣིལ"	"2740	རྣིལ"
"2146	ཐེའ"	"2146	ཐེའ"
"1436	ཞེག"	"1436	ཞེག"
"357	རྦི"	"357	རྦི"
"663	གཡེ"	"663	གཡེ"
"1327	ཁས"	"1327	ཁས"
"934	བསྡེ"	"934	བསྡེ"
"1088	ཁང"	"1088	ཁང"
"3092	རྩོའ"	"3092	རྩོའ"
"2482	ཙུས"	"2482	ཙུས"
"1908	པེབ"	"1908	པེབ"
"3407	ལྟུར"	"3407	ལྟུར"
"3305	ལྕིར"	"3305	ལྕིར"
"2140	ངེའ"	"2140	ངེའ"
"616	སྤྲུ"	"616	སྤྲུ"
"2583	རྗད"	"2583	རྗད"
"2123	ཙུའ"	"2123	ཙུའ"
"623	སྨྲེ"	"623	སྨྲེ"
"1313	ཚལ"	"1313	ཚལ"
"1042	འབྱེ"	"1042	འབྱེ"
"2728	རྣིར"	"2728	རྣིར"
"2958	རྨེམ"	"2958	རྨེམ"
"2992	རྣེལ"	"2992	རྣེལ"
"160	འཛ"	"160	འཛ"
"1856	ཞིབ"	"1856	ཞིབ"
"2923	རྩེད"	"2923	རྩེད"
"375	རྔེ"	"375	རྔེ"
"2237	ནུར"	"2237	ནུར"
"741	མཁི"	"741	མཁི"
"589	སྒྱི"	"589	སྒྱི"
"2649	རྐིང"	"2649	རྐིང"
"2677	རྙིན"	"2677	རྙིན"
"3221	ལྷལ"	"3221	ལྷལ"
"2317	ཁིལ"	"2317	ཁིལ"
"3343	ལྒུང"	"3343	ལྒུང"
"681	དབི"	"681	དབི"
"2411	ཆོལ"	"2411	ཆོལ"
"2176	དོའ"	"2176	དོའ"
"2243	ཚུར"	"2243	ཚུར"
"1086	ཨག"	"1086	ཨག"
"1973	ཚིམ"	"1973	ཚིམ"
"2724	རྗིར"	"2724	རྗིར"
"134	བད"	"134	བད"
"1990	ཅུམ"	"1990	ཅུམ"
"1654	ཧུད"	"1654	ཧུད"
"148	མན"	"148	མན"
"1116	ཨང"	"1116	ཨང"
"1649	ཡུད"	"1649	ཡུད"
"1096	ཐང"	"1096	ཐང"
"50	བླ"	"50	བླ"
"2770	རྒུང"	"2770	རྒུང"
"608	སྨྱོ"	"608	སྨྱོ"
"1816	དོན"	"1816	དོན"
"2924	རྫེད"	"2924	རྫེད"
"757	མཉུ"	"757	མཉུ"
"3158	ལྦད"	"3158	ལྦད"
"1500	རིང"	"1500	རིང"
"2858	རྟུར"	"2858	རྟུར"
"1725	ཐིན"	"1725	ཐིན"
"1235	ཨམ"	"1235	ཨམ"
"1798	འེན"	"1798	འེན"
"1693	ཉོད"	"1693	ཉོད"
"168	དཔྲ"	"168	དཔྲ"
"1078	ཟག"	"1078	ཟག"
"1125	ཏད"	"1125	ཏད"
"410	ལྕུ"	"410	ལྕུ"
"1573	ཉོང"	"1573	ཉོང"
"2029	ཕེམ"	"2029	ཕེམ"
"714	བཏུ"	"714	བཏུ"
"2351	ཆུལ"	"2351	ཆུལ"
"783	མཚོ"	"783	མཚོ"
"1971	མིམ"	"1971	མིམ"
"2030	བེམ"	"2030	བེམ"
"3412	ལྐུལ"	"3412	ལྐུལ"
"2557	རྒག"	"2557	རྒག"
"1257	ཟའ"	"1257	ཟའ"
"3142	ལྔང"	"3142	ལྔང"
"992	བསྒྲུ"	"992	བསྒྲུ"
"3117	རྫོལ"	"3117	རྫོལ"
"1003	བསྐྲོ"	"1003	བསྐྲོ"
"826	དགྱི"	"826	དགྱི"
"1426	དེག"	"1426	དེག"
"3093	རྫོའ"	"3093	རྫོའ"
"505	ཕྱོ"	"505	ཕྱོ"
"985	བསྐྲི"	"985	བསྐྲི"
"2963	རྔེའ"	"2963	རྔེའ"
"1911	མེབ"	"1911	མེབ"
"2316	ཀིལ"	"2316	ཀིལ"
"415	ལྦུ"	"415	ལྦུ"
"2905	རྙེང"	"2905	རྙེང"
"3197	ལྟའ"	"3197	ལྟའ"
"933	བསྟེ"	"933	བསྟེ"
"384	རྫེ"	"384	རྫེ"
"3003	རྡེས"	"3003	རྡེས"
"1211	ཆམ"	"1211	ཆམ"
"2486	ཞུས"	"2486	ཞུས"
"1083	ཤག"	"1083	ཤག"
"1451	ཆོག"	"1451	ཆོག"
"3344	ལྔུང"	"3344	ལྔུང"
"3015	རྡོག"	"3015	རྡོག"
"81	ཀླ"	"81	ཀླ"
"1477	ཁིང"	"1477	ཁིང"
"909	བལྟེ"	"909	བལྟེ"
"1846	དིབ"	"1846	དིབ"
"437	སྐི"	"437	སྐི"
"2084	ཏིའ"	"2084	ཏིའ"
"3330	ལྦིས"	"3330	ལྦིས"
"2078	གིའ"	"2078	གིའ"
"1334	ཏས"	"1334	ཏས"
"2563	རྣག"	"2563	རྣག"
"3135	ལྟག"	"3135	ལྟག"
"526	ཕྲུ"	"526	ཕྲུ"
"3379	ལྤུབ"	"3379	ལྤུབ"
"434	ལྤོ"	"434	ལྤོ"
"55	སྙ"	"55	སྙ"
"1294	ཧར"	"1294	ཧར"
"1495	ཝིང"	"1495	ཝིང"
"1679	ཡེད"	"1679	ཡེད"
"1662	ཇེད"	"1662	ཇེད"
"2393	ཚེལ"	"2393	ཚེལ"
"1513	ཉུང"	"1513	ཉུང"
"1245	ཐའ"	"1245	ཐའ"
"1514	ཏུང"	"1514	ཏུང"
"692	དཔེ"	"692	དཔེ"
"3418	ལྡུལ"	"3418	ལྡུལ"
"1435	ཝེག"	"1435	ཝེག"
"2326	དིལ"	"2326	དིལ"
"114	གཉ"	"114	གཉ"
"2505	ཐེས"	"2505	ཐེས"
"2294	ཏོར"	"2294	ཏོར"
"3013	རྙོག"	"3013	རྙོག"
"3357	ལྟུད"	"3357	ལྟུད"
"3125	རྣོས"	"3125	རྣོས"
"1384	ཧིག"	"1384	ཧིག"
"2867	རྔུལ"	"2867	རྔུལ"
"2789	རྦུང"	"2789	རྦུང"
"57	སྡ"	"57	སྡ"
"2993	རྦེལ"	"2993	རྦེལ"
"213	བསྐྲ"	"213	བསྐྲ"
"2399	ཡེལ"	"2399	ཡེལ"
"2665	རྙིད"	"2665	རྙིད"
"2397	ཟེལ"	"2397	ཟེལ"
"1780	ཅེན"	"1780	ཅེན"
"2036	ཞེམ"	"2036	ཞེམ"
"3281	ལྷིབ"	"3281	ལྷིབ"
"675	གཤོ"	"675	གཤོ"
"893	བརྩེ"	"893	བརྩེ"
"2909	རྦེང"	"2909	རྦེང"
"480	ཀྱི"	"480	ཀྱི"
"1671	མེད"	"1671	མེད"
"206	བརྣ"	"206	བརྣ"
"3191	ལྷམ"	"3191	ལྷམ"
"258	ཨི"	"258	ཨི"
"1344	ཛས"	"1344	ཛས"
"78	བྲ"	"78	བྲ"
"2532	ཇོས"	"2532	ཇོས"
"1197	ཟབ"	"1197	ཟབ"
"3067	རྨོབ"	"3067	རྨོབ"
"1447	ཁོག"	"1447	ཁོག"
"3011	རྔོག"	"3011	རྔོག"
"1779	ངེན"	"1779	ངེན"
"861	དགྲོ"	"861	དགྲོ"
"895	བརྐོ"	"895	བརྐོ"
"3006	རྨེས"	"3006	རྨེས"
"3499	ལྤེམ"	"3499	ལྤེམ"
"1328	གས"	"1328	གས"
"2882	རྟུས"	"2882	རྟུས"
"3029	རྦོང"	"3029	རྦོང"
"1021	འཁྱི"	"1021	འཁྱི"
"190	བལྡ"	"190	བལྡ"
"3498	ལྡེའ"	"3498	ལྡེའ"
"3128	རྩོས"	"3128	རྩོས"
"521	གྲུ"	"521	གྲུ"
"3086	རྙོའ"	"3086	རྙོའ"
"894	བརྫེ"	"894	བརྫེ"
"1589	ཡོང"	"1589	ཡོང"
"1905	ཐེབ"	"1905	ཐེབ"
"2607	རྡར"	"2607	རྡར"
"664	གཤེ"	"664	གཤེ"
"1433	ཚེག"	"1433	ཚེག"
"3368	ལྡུན"	"3368	ལྡུན"
"2492	ཤུས"	"2492	ཤུས"
"1330	ཅས"	"1330	ཅས"
"3493	ལྒེའ"	"3493	ལྒེའ"
"436	ལྷོ"	"436	ལྷོ"
"240	ནི"	"240	ནི"
"2862	རྨུར"	"2862	རྨུར"
"2021	ཆེམ"	"2021	ཆེམ"
"2384	ཏེལ"	"2384	ཏེལ"
"1120	ངད"	"1120	ངད"
"2108	གུའ"	"2108	གུའ"
"2321	ཆིལ"	"2321	ཆིལ"
"1678	འེད"	"1678	འེད"
"1644	ཛུད"	"1644	ཛུད"
"744	མཇི"	"744	མཇི"
"550	སྲོ"	"550	སྲོ"
"208	བརྫ"	"208	བརྫ"
"2491	ལུས"	"2491	ལུས"
"255	ཤི"	"255	ཤི"
"417	ལྐེ"	"417	ལྐེ"
"394	རྨོ"	"394	རྨོ"
"3439	ལྤེག"	"3439	ལྤེག"
"1611	མིད"	"1611	མིད"
"652	གཡུ"	"652	གཡུ"
"1864	ཧིབ"	"1864	ཧིབ"
"3381	ལྷུབ"	"3381	ལྷུབ"
"215	མཁྱ"	"215	མཁྱ"
"3355	ལྕུད"	"3355	ལྕུད"
"2572	རྦབ"	"2572	རྦབ"
"3438	ལྡེག"	"3438	ལྡེག"
"2130	ཡུའ"	"2130	ཡུའ"
"3223	ལྒས"	"3223	ལྒས"
"1292	ཤར"	"1292	ཤར"
"1743	སིན"	"1743	སིན"
"715	བདུ"	"715	བདུ"
"1378	འིག"	"1378	འིག"
"2762	རྟུག"	"2762	རྟུག"
"292	ངེ"	"292	ངེ"
"1428	པེག"	"1428	པེག"
"2546	ཞོས"	"2546	ཞོས"
"1665	ཐེད"	"1665	ཐེད"
"3323	ལྒིས"	"3323	ལྒིས"
"211	བསྐྱ"	"211	བསྐྱ"
"3156	ལྡད"	"3156	ལྡད"
"198	བསྩ"	"198	བསྩ"
"2980	རྣེར"	"2980	རྣེར"
"1041	འཕྱེ"	"1041	འཕྱེ"
"1996	དུམ"	"1996	དུམ"
"2847	རྡུའ"	"2847	རྡུའ"
"1099	པང"	"1099	པང"
"660	གཙེ"	"660	གཙེ"
"1085	ཧག"	"1085	ཧག"
"2845	རྙུའ"	"2845	རྙུའ"
"1757	ནུན"	"1757	ནུན"
"2129	འུའ"	"2129	འུའ"
"3045	རྐོན"	"3045	རྐོན"
"945	བཀྱི"	"945	བཀྱི"
"538	བྲེ"	"538	བྲེ"
"708	བཟི"	"708	བཟི"
"2466	ཀུས"	"2466	ཀུས"
"519	ཀྲུ"	"519	ཀྲུ"
"3339	ལྤུག"	"3339	ལྤུག"
"856	དགྱོ"	"856	དགྱོ"
"1851	མིབ"	"1851	མིབ"
"2044	ཧེམ"	"2044	ཧེམ"
"87	ཀྭ"	"87	ཀྭ"
"448	སྐུ"	"448	སྐུ"
"2668	རྣིད"	"2668	རྣིད"
"1370	བིག"	"1370	བིག"
"2220	རིམ"	"2220	རིམ"
"269	དུ"	"269	དུ"
"76	པྲ"	"76	པྲ"
"3124	རྡོས"	"3124	རྡོས"
"1669	ཕེད"	"1669	ཕེད"
"2880	རྗུས"	"2880	རྗུས"
"3073	རྗོམ"	"3073	རྗོམ"
"764	མགེ"	"764	མགེ"
"2027	ནེམ"	"2027	ནེམ"
"23	ཡ"	"23	ཡ"
"2527	ཁོས"	"2527	ཁོས"
"906	བལྡི"	"906	བལྡི"
"723	བཅེ"	"723	བཅེ"
"1713	སོད"	"1713	སོད"
"1244	ཏའ"	"1244	ཏའ"
"719	བཤུ"	"719	བཤུ"
"2235	ཐུར"	"2235	ཐུར"
"1620	རིད"	"1620	རིད"
"1478	གིང"	"1478	གིང"
"2833	རྙུམ"	"2833	རྙུམ"
"1759	ཕུན"	"1759	ཕུན"
"1467	ཟོག"	"1467	ཟོག"
"928	བསྩུ"	"928	བསྩུ"
"955	བསྲི"	"955	བསྲི"
"3458	ལྡེད"	"3458	ལྡེད"
"1009	མཁྱུ"	"1009	མཁྱུ"
"2949	རྐེམ"	"2949	རྐེམ"
"2732	རྫིར"	"2732	རྫིར"
"1903	ཉེབ"	"1903	ཉེབ"
"2374	ཧུལ"	"2374	ཧུལ"
"2658	རྨིང"	"2658	རྨིང"
"1728	པིན"	"1728	པིན"
"1684	ཧེད"	"1684	ཧེད"
"825	དཀྱི"	"825	དཀྱི"
"953	བཀྲི"	"953	བཀྲི"
"295	ཇེ"	"295	ཇེ"
"1111	རང"	"1111	རང"
"1155	ཐན"	"1155	ཐན"
"2755	རྩིས"	"2755	རྩིས"
"2543	ཚོས"	"2543	ཚོས"
"3238	ལྡིག"	"3238	ལྡིག"
"91	དྭ"	"91	དྭ"
"1253	ཚའ"	"1253	ཚའ"
"2808	རྗུན"	"2808	རྗུན"
"2494	ཧུས"	"2494	ཧུས"
"1410	རུག"	"1410	རུག"
"137	བཟ"	"137	བཟ"
"1954	ཧོབ"	"1954	ཧོབ"
"2406	ཀོལ"	"2406	ཀོལ"
"1898	གེབ"	"1898	གེབ"
"3119	རྒོས"	"3119	རྒོས"
"2125	ཛུའ"	"2125	ཛུའ"
"1015	མཁྲེ"	"1015	མཁྲེ"
"1365	ཐིག"	"1365	ཐིག"
"1356	ཀིག"	"1356	ཀིག"
"2743	རྩིལ"	"2743	རྩིལ"
"450	སྔུ"	"450	སྔུ"
"1024	འབྱི"	"1024	འབྱི"
"1769	ཡུན"	"1769	ཡུན"
"1656	ཀེད"	"1656	ཀེད"
"2970	རྨེའ"	"2970	རྨེའ"
"2631	རྡས"	"2631	རྡས"
"429	ལྔོ"	"429	ལྔོ"
"2002	ཙུམ"	"2002	ཙུམ"
"2605	རྙར"	"2605	རྙར"
"1264	ཧའ"	"1264	ཧའ"
"1012	མགྲུ"	"1012	མགྲུ"
"3293	ལྒིའ"	"3293	ལྒིའ"
"314	ལེ"	"314	ལེ"
"3469	ལྤེན"	"3469	ལྤེན"
"2907	རྡེང"	"2907	རྡེང"
"95	རྭ"	"95	རྭ"
"2626	རྒས"	"2626	རྒས"
"2558	རྔག"	"2558	རྔག"
"1724	ཏིན"	"1724	ཏིན"
"2814	རྨུན"	"2814	རྨུན"
"2802	རྨུད"	"2802	རྨུད"
"1683	སེད"	"1683	སེད"
"3231	ལྷས"	"3231	ལྷས"
"853	དབྲེ"	"853	དབྲེ"
"758	མཐུ"	"758	མཐུ"
"1472	ཤོག"	"1472	ཤོག"
"334	མོ"	"334	མོ"
"919	བསྣི"	"919	བསྣི"
"2301	མོར"	"2301	མོར"
"2974	རྒེར"	"2974	རྒེར"
"2446	དིས"	"2446	དིས"
"644	གཅུ"	"644	གཅུ"
"1261	ལའ"	"1261	ལའ"
"1577	ནོང"	"1577	ནོང"
"1738	འིན"	"1738	འིན"
"1310	བལ"	"1310	བལ"
"2560	རྙག"	"2560	རྙག"
"3292	ལྐིའ"	"3292	ལྐིའ"
"2703	རྡིམ"	"2703	རྡིམ"
"3300	ལྦིའ"	"3300	ལྦིའ"
"1178	གབ"	"1178	གབ"
"1688	གོད"	"1688	གོད"
"1167	ཟན"	"1167	ཟན"
"2983	རྩེར"	"2983	རྩེར"
"1554	ཛེང"	"1554	ཛེང"
"2640	རྗིག"	"2640	རྗིག"
"1164	ཛན"	"1164	ཛན"
"337	ཛོ"	"337	ཛོ"
"1673	ཚེད"	"1673	ཚེད"
"2184	ཛོའ"	"2184	ཛོའ"
"1960	ཅིམ"	"1960	ཅིམ"
"1980	རིམ"	"1980	རིམ"
"214	བསྒྲ"	"214	བསྒྲ"
"1847	ནིབ"	"1847	ནིབ"
"1213	ཉམ"	"1213	ཉམ"
"832	དཔྲི"	"832	དཔྲི"
"392	རྣོ"	"392	རྣོ"
"2630	རྟས"	"2630	རྟས"
"2164	ཧེའ"	"2164	ཧེའ"
"1124	ཉད"	"1124	ཉད"
"162	དགྱ"	"162	དགྱ"
"1007	མཁྲི"	"1007	མཁྲི"
"926	བསྡུ"	"926	བསྡུ"
